zOrig,zDest,FAF_O,FAF_D,netNodeO,netNodeD,FRA_O,FRA_D,fTons (K)
318,280,560,489,2216,2832,340080,349115,336.825828
253,226,451,399,12364,10155,461299,437809,336.382391
318,181,560,319,2216,3673,340080,361539,336.246515
110,70,189,131,9034,9637,424141,431035,336.194873
111,70,189,131,9173,9637,425481,431035,335.575502
42,287,89,499,2387,1503,342105,330452,334.70164
318,99,560,179,2216,7438,340080,409272,334.247632
214,103,380,182,2818,9073,348747,424523,332.462986
319,263,560,473,2353,9977,341490,435955,332.099808
2,4,11,12,8739,7596,419866,410839,331.099287
105,79,183,139,9470,10137,428994,437620,329.707633
231,230,409,402,3036,4008,352861,365635,328.572186
226,150,399,249,10155,13163,437809,473010,328.211045
317,118,560,201,1986,4476,337589,372451,328.20482
316,118,560,201,1986,4476,337589,372451,328.20482
136,282,221,489,5918,3109,390084,353672,327.311498
115,279,190,489,5760,2693,388180,346798,325.741855
175,301,300,532,1953,191,337188,304539,325.55996
8,134,19,219,9382,9709,428070,432001,325.104972
118,282,201,489,4476,3109,372451,353672,324.548914
319,312,560,559,2353,7218,341490,406783,324.541773
231,274,409,486,3036,4351,352861,370166,321.623796
105,262,183,472,9470,8902,428994,422132,321.240825
319,232,560,409,2353,3195,341490,354831,319.89429
316,2,560,11,1986,8739,337589,419866,319.514036
317,2,560,11,1986,8739,337589,419866,319.514036
132,264,219,479,8389,9408,416611,428302,319.469195
140,164,229,280,5509,6887,385093,402884,319.352485
140,163,229,280,5509,6275,385093,395467,319.352485
317,278,560,489,1986,2579,337589,345412,319.091618
316,278,560,489,1986,2579,337589,345412,319.091618
260,299,460,531,3711,237,362062,305935,318.81945
175,162,300,279,1953,5654,337188,386600,318.603168
113,195,190,350,5081,2073,379962,338763,318.456374
4,155,12,261,7596,10506,410839,441355,318.129871
45,91,92,171,14740,7983,492243,414089,317.786643
317,267,560,482,1986,4936,337589,378449,317.60335
316,267,560,482,1986,4936,337589,378449,317.60335
316,266,560,482,1986,4873,337589,377794,317.60335
317,266,560,482,1986,4873,337589,377794,317.60335
162,31,279,69,5654,859,386600,318889,316.948451
194,11,350,49,2072,1467,338745,329710,316.249148
315,97,560,179,1925,6947,336667,403496,315.770916
274,278,486,489,4351,2579,370166,345412,315.597401
318,96,560,179,2216,6723,340080,400579,314.56416
318,162,560,279,2216,5654,340080,386600,313.635245
315,15,560,50,1925,4870,336667,377775,312.250587
118,272,201,485,4476,2097,372451,338965,311.517476
305,206,540,372,11305,12501,448728,463889,310.684507
215,204,380,371,3491,11860,358711,454726,310.293231
28,20,64,61,645,1012,314028,321736,309.971724
162,161,279,271,5654,5230,386600,381938,309.518192
161,116,271,190,5230,5790,381938,388612,309.436782
136,276,221,487,5918,2897,390084,350299,309.368371
131,257,219,459,7217,11787,406767,453864,309.011338
4,154,12,261,7596,10449,410839,440834,308.356681
306,147,540,241,11539,13629,451117,478861,308.264993
225,218,399,392,10115,11504,437419,450746,307.872534
218,294,392,512,11504,13694,450746,479838,307.829456
165,276,291,487,4689,2897,375289,350299,307.758734
166,276,291,487,4704,2897,375681,350299,307.758734
315,230,560,402,1925,4008,336667,365635,307.595602
216,136,380,221,3565,5918,359698,390084,306.174606
220,209,393,379,10452,11686,440877,453036,306.016077
274,240,486,422,4351,12321,370166,460849,305.876171
137,273,222,486,5190,4124,381551,367103,305.642925
318,95,560,179,2216,6716,340080,400440,304.722425
270,279,484,489,3703,2693,361928,346798,304.611146
168,282,292,489,6163,3109,394071,353672,303.667582
170,311,300,559,1466,6842,329642,402197,302.595783
298,307,519,540,13037,12425,471386,462506,302.53915
97,2,179,11,6947,8739,403496,419866,302.533606
6,2,19,11,9020,8739,423914,419866,301.984989
316,161,560,271,1986,5230,337589,381938,301.542492
317,161,560,271,1986,5230,337589,381938,301.542492
181,99,319,179,3673,7438,361539,409272,301.159165
317,165,560,291,1986,4689,337589,375289,300.793945
317,166,560,291,1986,4704,337589,375681,300.793945
316,165,560,291,1986,4689,337589,375289,300.793945
316,166,560,291,1986,4704,337589,375681,300.793945
138,220,223,393,6300,10452,395671,440877,298.639773
97,110,179,189,6947,9034,403496,424141,298.101284
195,272,350,485,2073,2097,338763,338965,298.044856
97,111,179,189,6947,9173,403496,425481,297.552092
306,190,540,341,11539,14400,451117,488248,297.220903
319,110,560,189,2353,9034,341490,424141,297.133666
79,51,139,121,10137,11545,437620,451169,296.759096
319,111,560,189,2353,9173,341490,425481,296.586257
160,294,269,512,10026,13694,436366,479838,296.426348
158,294,269,512,8646,13694,418960,479838,296.426348
159,294,269,512,9334,13694,427423,479838,296.426348
92,26,172,64,6491,342,397178,308387,296.320197
116,276,190,487,5790,2897,388612,350299,295.804301
161,215,271,380,5230,3491,381938,358711,295.76302
288,26,499,64,1829,342,335586,308387,294.845977
283,161,491,271,1660,5230,332808,381938,294.648031
94,138,179,223,6045,6300,392193,395671,293.954968
136,164,221,280,5918,6887,390084,402884,293.619201
136,163,221,280,5918,6275,390084,395467,293.619201
161,117,271,190,5230,6061,381938,392352,293.377708
214,113,380,190,2818,5081,348747,379962,292.987241
297,294,519,512,12592,13694,465890,479838,292.604697
215,155,380,261,3491,10506,358711,441355,290.924247
139,220,223,393,6546,10452,397786,440877,290.858397
5,132,19,219,8901,8389,422118,416611,290.771489
279,270,489,484,2693,3703,346798,361928,290.759151
319,114,560,190,2353,5531,341490,385332,289.997193
217,229,391,401,9692,3353,431812,357127,289.793239
194,12,350,49,2072,1591,338745,332121,288.186339
251,147,429,241,13896,13629,482137,478861,287.983075
133,60,219,124,8959,10921,423091,445695,286.619831
94,139,179,223,6045,6546,392193,397786,286.29566
214,234,380,411,2818,184,348747,304311,285.397758
318,136,560,221,2216,5918,340080,390084,284.409091
279,155,489,261,2693,10506,346798,441355,284.193371
264,67,479,129,9408,11362,428302,449306,283.780304
215,270,380,484,3491,3703,358711,361928,283.722865
181,96,319,179,3673,6723,361539,400579,283.424236
113,215,190,380,5081,3491,379962,358711,283.422656
126,9,209,41,4174,1613,367777,332280,283.228569
314,214,559,380,7600,2818,410915,348747,283.135771
215,302,380,539,3491,869,358711,319146,282.721611
305,204,540,371,11305,11860,448728,454726,282.546712
159,211,269,379,9334,13126,427423,472346,282.348327
160,211,269,379,10026,13126,436366,472346,282.348327
158,211,269,379,8646,13126,418960,472346,282.348327
215,154,380,261,3491,10449,358711,440834,281.986834
126,17,209,50,4174,5577,367777,385939,281.643558
276,160,487,269,2897,10026,350299,436366,281.305809
276,159,487,269,2897,9334,350299,427423,281.305809
276,158,487,269,2897,8646,350299,418960,281.305809
101,226,181,399,8884,10155,421868,437809,281.089625
318,98,560,179,2216,6996,340080,404080,280.953704
231,269,409,484,3036,3407,352861,357660,280.860957
161,231,271,409,5230,3036,381938,352861,280.708355
91,280,171,489,7983,2832,414089,349115,280.602859
117,276,190,487,6061,2897,392352,350299,280.452722
319,167,560,291,2353,4735,341490,376015,279.941001
311,212,559,380,6842,2420,402197,342898,278.666304
306,226,540,399,11539,10155,451117,437809,278.551906
161,20,271,61,5230,1012,381938,321736,278.013712
280,274,489,486,2832,4351,349115,370166,277.86204
115,155,190,261,5760,10506,388180,441355,277.697996
319,101,560,181,2353,8884,341490,421868,277.241439
316,97,560,179,1986,6947,337589,403496,276.646963
317,97,560,179,1986,6947,337589,403496,276.646963
196,11,350,49,2135,1467,339361,329710,276.363692
314,195,559,350,7600,2073,410915,338763,276.359005
169,292,299,511,5137,13251,380766,474019,275.514958
305,218,540,392,11305,11504,448728,450746,275.493723
279,154,489,261,2693,10449,346798,440834,275.462736
103,211,182,379,9073,13126,424523,472346,275.282667
91,307,171,540,7983,12425,414089,462506,275.141078
310,215,559,380,6756,3491,400985,358711,275.123826
268,225,483,399,3282,10115,356173,437419,274.92954
307,101,540,181,12425,8884,462506,421868,274.787806
181,95,319,179,3673,6716,361539,400440,274.556772
113,280,190,489,5081,2832,379962,349115,273.698522
317,15,560,50,1986,4870,337589,377775,273.562803
316,15,560,50,1986,4870,337589,377775,273.562803
107,71,189,131,8437,9748,416847,432669,273.524694
213,136,380,221,2770,5918,347721,390084,273.370184
181,27,319,64,3673,435,361539,310556,273.359746
315,134,560,219,1925,9709,336667,432001,272.529859
110,97,189,179,9034,6947,424141,403496,272.031644
318,40,560,89,2216,2260,340080,340498,271.796055
111,97,189,179,9173,6947,425481,403496,271.53048
155,220,261,393,10506,10452,441355,440877,270.704859
314,277,559,488,7600,2982,410915,351899,269.676309
88,20,171,61,7365,1012,408641,321736,269.642035
317,230,560,402,1986,4008,337589,365635,269.48457
316,230,560,402,1986,4008,337589,365635,269.48457
274,277,486,488,4351,2982,370166,351899,269.229879
115,154,190,261,5760,10449,388180,440834,269.166903
147,91,241,171,13629,7983,478861,414089,268.995852
81,75,139,132,11155,11728,447563,453331,268.47791
315,280,560,489,1925,2832,336667,349115,267.90078
315,181,560,319,1925,3673,336667,361539,267.440012
318,231,560,409,2216,3036,340080,352861,266.942125
203,238,369,421,13794,14110,480932,484667,266.451952
315,99,560,179,1925,7438,336667,409272,265.850163
170,300,300,531,1466,300,329642,307557,265.712216
282,75,489,132,3109,11728,353672,453331,265.416951
6,56,19,123,9020,11637,423914,452361,265.194488
264,68,479,129,9408,11901,428302,455320,264.963605
300,236,531,419,300,656,307557,314420,264.510122
319,16,560,50,2353,5376,341490,383370,264.475447
91,240,171,422,7983,12321,414089,460849,264.056441
203,151,369,251,13794,14845,480932,493469,262.622502
203,152,369,251,13794,14856,480932,493733,262.622502
168,272,292,485,6163,2097,394071,338965,262.587521
154,220,261,393,10449,10452,440834,440877,262.388601
200,201,363,364,14568,13188,490541,473268,262.06844
200,202,363,364,14568,13198,490541,473422,262.06844
214,309,380,551,2818,7675,348747,411642,261.514076
167,9,291,41,4735,1613,376015,332280,261.477231
268,271,483,484,3282,3800,356173,363320,261.009097
166,31,291,69,4704,859,375681,318889,260.977345
165,31,291,69,4689,859,375289,318889,260.977345
203,147,369,241,13794,13629,480932,478861,260.25256
313,218,559,392,7321,11504,408111,450746,260.178042
274,271,486,484,4351,3800,370166,363320,259.704032
238,91,421,171,14110,7983,484667,414089,259.467336
319,310,560,559,2353,6756,341490,400985,259.081007
319,133,560,219,2353,8959,341490,423091,258.990658
4,7,12,19,7596,9379,410839,428054,258.687715
81,91,139,171,11155,7983,447563,414089,258.570964
142,276,229,487,5681,2897,386981,350299,257.708506
215,115,380,190,3491,5760,358711,388180,257.659
174,161,300,271,1805,5230,334895,381938,257.194673
264,274,479,486,9408,4351,428302,370166,256.832256
288,20,499,61,1829,1012,335586,321736,256.125323
299,303,531,539,237,1252,305935,325529,255.342018
306,100,540,181,11539,8648,451117,418964,255.312395
287,28,499,64,1503,645,330452,314028,254.775381
99,2,179,11,7438,8739,409272,419866,254.705561
311,33,559,81,6842,2244,402197,340385,254.071899
311,34,559,81,6842,2244,402197,340385,254.071899
305,225,540,399,11305,10115,448728,437419,253.76107
199,238,362,421,12847,14110,468821,484667,253.683815
283,272,491,485,1660,2097,332808,338965,253.469833
181,98,319,179,3673,6996,361539,404080,253.141009
269,276,484,487,3407,2897,357660,350299,253.003182
171,301,300,532,1470,191,329739,304539,252.910889
304,192,540,341,11278,14507,448492,489881,252.810113
113,240,190,422,5081,12321,379962,460849,252.791237
190,226,341,399,14400,10155,488248,437809,252.77806
100,5,181,19,8648,8901,418964,422118,251.879041
196,12,350,49,2135,1591,339361,332121,251.840175
162,303,279,539,5654,1252,386600,325529,251.109567
99,110,179,189,7438,9034,409272,424141,250.973953
99,111,179,189,7438,9173,409272,425481,250.511584
264,276,479,487,9408,2897,428302,350299,250.455288
315,96,560,179,1925,6723,336667,400579,250.194542
156,155,262,261,9081,10506,424609,441355,250.149644
85,236,160,419,1367,656,327259,314420,250.021092
181,270,319,484,3673,3703,361539,361928,249.677524
318,314,560,559,2216,7600,340080,410915,249.600584
315,162,560,279,1925,5654,336667,386600,249.455712
319,81,560,139,2353,11155,341490,447563,249.430857
150,307,249,540,13163,12425,473010,462506,249.333525
90,195,171,350,7519,2073,410045,338763,248.604248
271,274,484,486,3800,4351,363320,370166,248.127451
81,54,139,122,11155,12175,447563,458556,247.738026
7,134,19,219,9379,9709,428054,432001,247.656142
219,226,392,399,11554,10155,451258,437809,247.550892
171,162,300,279,1470,5654,329739,386600,247.506512
225,105,399,183,10115,9470,437419,428994,246.966659
86,234,160,411,1416,184,328564,304311,246.588477
91,138,171,223,7983,6300,414089,395671,246.362343
20,161,61,271,1012,5230,321736,381938,246.347376
45,226,92,399,14740,10155,492243,437809,245.812094
134,51,219,121,9709,11545,432001,451169,245.213474
5,60,19,124,8901,10921,422118,445695,245.208045
260,162,460,279,3711,5654,362062,386600,244.825089
303,27,539,64,1252,435,325529,310556,244.719832
108,70,189,131,8805,9637,420535,431035,243.660765
133,294,219,512,8959,13694,423091,479838,243.102007
75,200,132,363,11728,14568,453331,490541,242.77976
177,278,311,489,4065,2579,366354,345412,242.665029
156,154,262,261,9081,10449,424609,440834,242.464858
311,279,559,489,6842,2693,402197,346798,242.448755
315,95,560,179,1925,6716,336667,400440,242.366732
214,238,380,421,2818,14110,348747,484667,241.997868
161,114,271,190,5230,5531,381938,385332,240.646421
212,47,380,101,2420,13959,342898,483026,240.227513
91,139,171,223,7983,6546,414089,397786,239.943111
169,17,299,50,5137,5577,380766,385939,239.801788
96,2,179,11,6723,8739,400579,419866,239.706234
216,103,380,182,3565,9073,359698,424523,239.27016
162,192,279,341,5654,14507,386600,489881,239.264981
45,276,92,487,14740,2897,492243,350299,239.020195
60,58,124,123,10921,11658,445695,452708,238.913433
30,263,69,473,724,9977,315673,435955,238.816185
316,134,560,219,1986,9709,337589,432001,238.763465
317,134,560,219,1986,9709,337589,432001,238.763465
232,271,409,484,3195,3800,354831,363320,238.620157
203,204,369,371,13794,11860,480932,454726,238.578668
91,214,171,380,7983,2818,414089,348747,238.034476
177,276,311,487,4065,2897,366354,350299,237.643265
306,191,540,341,11539,14444,451117,489091,237.162489
181,30,319,69,3673,724,361539,315673,237.07104
116,279,190,489,5790,2693,388612,346798,237.053402
96,110,179,189,6723,9034,400579,424141,236.194376
218,138,392,223,11504,6300,450746,395671,235.878618
311,100,559,181,6842,8648,402197,418964,235.82634
96,111,179,189,6723,9173,400579,425481,235.759235
76,75,139,132,9533,11728,429596,453331,235.368345
260,303,460,539,3711,1252,362062,325529,234.930182
97,71,179,131,6947,9748,403496,432669,234.860311
316,280,560,489,1986,2832,337589,349115,234.707928
317,280,560,489,1986,2832,337589,349115,234.707928
110,257,189,459,9034,11787,424141,453864,234.448397
132,60,219,124,8389,10921,416611,445695,234.402969
278,91,489,171,2579,7983,345412,414089,234.387775
317,181,560,319,1986,3673,337589,361539,234.304249
316,181,560,319,1986,3673,337589,361539,234.304249
215,282,380,489,3491,3109,358711,353672,234.129941
111,257,189,459,9173,11787,425481,453864,234.016473
91,197,171,350,7983,2416,414089,342876,233.625367
318,115,560,190,2216,5760,340080,388180,233.391421
181,278,319,489,3673,2579,361539,345412,233.032015
135,257,219,459,9726,11787,432226,453864,232.932559
316,99,560,179,1986,7438,337589,409272,232.911382
317,99,560,179,1986,7438,337589,409272,232.911382
303,9,539,41,1252,1613,325529,332280,232.220145
95,2,179,11,6716,8739,400440,419866,232.20657
274,280,486,489,4351,2832,370166,349115,232.137756
136,273,221,486,5918,4124,390084,367103,230.672324
114,276,190,487,5531,2897,385332,350299,230.044553
218,139,392,223,11504,6546,450746,397786,229.73255
85,20,160,61,1367,1012,327259,321736,229.390633
134,263,219,473,9709,9977,432001,435955,229.287655
319,10,560,42,2353,1832,341490,335597,229.107101
110,99,189,179,9034,7438,424141,409272,229.025706
95,110,179,189,6716,9034,400440,424141,228.804587
226,110,399,189,10155,9034,437809,424141,228.700298
305,241,540,422,11305,12477,448728,463403,228.686518
111,99,189,179,9173,7438,425481,409272,228.603772
