year,MyLkID,tnc_AB (k),tnc_BA (k),tnc_TOT (k),TMc_e (M)
2025,427,0.0,0.0,0.0,0.0
2025,428,0.0,0.0,0.0,0.0
2025,429,0.0,0.0,0.0,0.0
2025,430,0.0,0.0,0.0,0.0
2025,431,0.0,0.0,0.0,0.0
2025,432,0.0,0.0,0.0,0.0
2025,433,0.0,0.0,0.0,0.0
2025,434,14.209,337.506,351.715,0.01892879757959296
2025,435,0.0,0.0,0.0,0.0
2025,436,5.253,10.623,15.876,0.0011646302301082114
2025,437,0.0,0.0,0.0,0.0
2025,438,0.0,0.0,0.0,0.0
2025,439,2.627,3.541,6.167999999999999,0.0015566519677648538
2025,440,0.0,0.0,0.0,0.0
2025,441,0.0,0.0,0.0,0.0
2025,442,495.792,576.955,1072.747,0.5394061232123161
2025,443,576.955,495.792,1072.747,7.731052570846842
2025,444,348.794,84.741,433.53499999999997,0.13676169648682837
2025,445,495.792,491.297,987.0889999999999,0.24798127609815726
2025,446,778.629,2005.065,2783.694,1.2052700584479645
2025,447,0.0,0.0,0.0,0.0
2025,448,0.0,15.333,15.333,0.005223800456102361
2025,449,0.0,15.333,15.333,0.004421239767018486
2025,450,585.933,0.0,585.933,0.1456417618223505
2025,451,0.0,585.933,585.933,0.16890558487296398
2025,452,0.0,585.933,585.933,0.16526919400182574
2025,453,0.0,0.0,0.0,0.0
2025,454,54.074,694.658,748.732,0.27455310610048206
2025,455,0.0,0.0,0.0,0.0
2025,456,2005.065,778.629,2783.694,1.030786105370577
2025,457,1557.258,3994.477,5551.735,2.250946544736696
2025,458,1557.258,4010.131,5567.389,0.5027608846216958
2025,459,778.629,2005.065,2783.694,0.8809453410770922
2025,460,0.0,0.0,0.0,0.0
2025,461,0.0,0.0,0.0,0.0
2025,462,4986.06,2625.509,7611.569,0.58138049050399
2025,463,0.0,0.0,0.0,0.0
2025,464,4323.056,3092.028,7415.083999999999,0.7964861324038327
2025,465,4323.056,3092.028,7415.083999999999,3.0363193674747313
2025,466,0.0,0.0,0.0,0.0
2025,467,0.0,0.0,0.0,0.0
2025,468,0.0,0.0,0.0,0.0
2025,469,0.0,0.0,0.0,0.0
2025,470,0.0,0.0,0.0,0.0
2025,471,0.0,0.0,0.0,0.0
2025,472,2145.384,1944.479,4089.8630000000003,0.2982489936431807
2025,473,0.0,361.198,361.198,0.08315907681616613
2025,474,0.0,0.0,0.0,0.0
2025,475,0.0,0.0,0.0,0.0
2025,476,0.0,0.0,0.0,0.0
2025,477,0.0,0.0,0.0,0.0
2025,478,0.0,0.0,0.0,0.0
2025,479,0.0,0.0,0.0,0.0
